date,longitude,latitude,TreeCover_Percent
2024-03-05,29.44,40.85,0.6
2024-03-05,29.44,40.86,0.49333333333333335
2024-03-05,29.44,40.87,0.7733333333333333
2024-03-05,29.44,40.88,0.9041095890410958
2024-03-05,29.44,40.89,2.9466666666666668
2024-03-05,29.44,40.9,2.566666666666667
2024-03-05,29.44,40.91,2.04
2024-03-05,29.44,40.92,2.56
2024-03-05,29.44,40.93,2.24
2024-03-05,29.44,40.94,6.402777777777778
2024-03-05,29.44,40.95,14.166666666666666
2024-03-05,29.45,40.75,0.0
2024-03-05,29.45,40.76,0.0
2024-03-05,29.45,40.77,8.807692307692308
2024-03-05,29.45,40.78,20.5
2024-03-05,29.45,40.79,21.25
2024-03-05,29.45,40.8,1.375
2024-03-05,29.45,40.81,1.475
2024-03-05,29.45,40.82,1.975
2024-03-05,29.45,40.83,7.58
2024-03-05,29.45,40.84,5.9298245614035086
2024-03-05,29.45,40.85,0.8958333333333334
2024-03-05,29.45,40.86,1.25
2024-03-05,29.45,40.87,0.9666666666666667
2024-03-05,29.45,40.88,3.4833333333333334
2024-03-05,29.45,40.89,6.683333333333334
2024-03-05,29.45,40.9,5.041666666666667
2024-03-05,29.45,40.91,3.216666666666667
2024-03-05,29.45,40.92,3.3666666666666667
2024-03-05,29.45,40.93,1.6166666666666667
2024-03-05,29.45,40.94,5.233333333333333
2024-03-05,29.45,40.95,11.688888888888888
2024-03-05,29.45,40.96,10.333333333333334
2024-03-05,29.46,40.75,0.0
2024-03-05,29.46,40.76,0.0
2024-03-05,29.46,40.77,6.360655737704918
2024-03-05,29.46,40.78,28.88
2024-03-05,29.46,40.79,34.586666666666666
2024-03-05,29.46,40.8,12.625
2024-03-05,29.46,40.81,0.96
2024-03-05,29.46,40.82,5.982456140350878
2024-03-05,29.46,40.83,13.483870967741936
2024-03-05,29.46,40.84,10.293333333333333
2024-03-05,29.46,40.85,1.4333333333333333
2024-03-05,29.46,40.86,1.2
2024-03-05,29.46,40.87,1.2533333333333334
2024-03-05,29.46,40.88,10.133333333333333
2024-03-05,29.46,40.89,5.693333333333333
2024-03-05,29.46,40.9,4.716666666666667
2024-03-05,29.46,40.91,6.56
2024-03-05,29.46,40.92,4.96
2024-03-05,29.46,40.93,2.973333333333333
2024-03-05,29.46,40.94,8.64
2024-03-05,29.46,40.95,7.316666666666666
2024-03-05,29.46,40.96,4.25
2024-03-05,29.47,40.75,0.0
2024-03-05,29.47,40.76,0.0
2024-03-05,29.47,40.77,2.2363636363636363
2024-03-05,29.47,40.78,27.12
2024-03-05,29.47,40.79,44.22222222222222
2024-03-05,29.47,40.8,17.1
2024-03-05,29.47,40.81,3.6538461538461537
2024-03-05,29.47,40.82,19.112903225806452
2024-03-05,29.47,40.83,16.822580645161292
2024-03-05,29.47,40.84,6.786666666666667
2024-03-05,29.47,40.85,2.1
2024-03-05,29.47,40.86,1.3733333333333333
2024-03-05,29.47,40.87,3.92
2024-03-05,29.47,40.88,11.146666666666667
2024-03-05,29.47,40.89,7.613333333333333
2024-03-05,29.47,40.9,8.916666666666666
2024-03-05,29.47,40.91,11.16
2024-03-05,29.47,40.92,7.253333333333333
2024-03-05,29.47,40.93,7.32
2024-03-05,29.47,40.94,7.1466666666666665
2024-03-05,29.47,40.95,4.6
2024-03-05,29.47,40.96,11.413333333333334
2024-03-05,29.47,40.97,9.88888888888889
2024-03-05,29.48,40.56,7.222222222222222
2024-03-05,29.48,40.57,6.333333333333333
2024-03-05,29.48,40.58,5.555555555555555
2024-03-05,29.48,40.75,0.0
2024-03-05,29.48,40.76,0.0
2024-03-05,29.48,40.77,0.0
2024-03-05,29.48,40.78,24.930555555555557
2024-03-05,29.48,40.79,45.6
2024-03-05,29.48,40.8,7.975
2024-03-05,29.48,40.81,1.04
2024-03-05,29.48,40.82,16.666666666666668
2024-03-05,29.48,40.83,24.32
2024-03-05,29.48,40.84,7.453333333333333
2024-03-05,29.48,40.85,2.4166666666666665
2024-03-05,29.48,40.86,2.1466666666666665
2024-03-05,29.48,40.87,4.08
2024-03-05,29.48,40.88,3.6666666666666665
2024-03-05,29.48,40.89,8.76
2024-03-05,29.48,40.9,11.05
2024-03-05,29.48,40.91,13.4
2024-03-05,29.48,40.92,8.506666666666666
2024-03-05,29.48,40.93,2.8933333333333335
2024-03-05,29.48,40.94,6.413333333333333
2024-03-05,29.48,40.95,5.333333333333333
2024-03-05,29.48,40.96,12.306666666666667
2024-03-05,29.48,40.97,9.75
2024-03-05,29.48,40.98,15.0
2024-03-05,29.49,40.54,5.888888888888889
2024-03-05,29.49,40.55,6.8
2024-03-05,29.49,40.56,10.12
2024-03-05,29.49,40.57,4.226666666666667
2024-03-05,29.49,40.58,6.253333333333333
2024-03-05,29.49,40.59,6.393939393939394
2024-03-05,29.49,40.6,9.615384615384615
2024-03-05,29.49,40.61,4.96969696969697
2024-03-05,29.49,40.62,4.583333333333333
2024-03-05,29.49,40.75,0.0
2024-03-05,29.49,40.76,0.0
2024-03-05,29.49,40.77,0.0
2024-03-05,29.49,40.78,30.393939393939394
2024-03-05,29.49,40.79,43.34848484848485
2024-03-05,29.49,40.8,34.333333333333336
2024-03-05,29.49,40.81,29.326923076923077
2024-03-05,29.49,40.82,30.971830985915492
2024-03-05,29.49,40.83,19.826666666666668
2024-03-05,29.49,40.84,3.7866666666666666
2024-03-05,29.49,40.85,0.8666666666666667
2024-03-05,29.49,40.86,2.32
2024-03-05,29.49,40.87,5.64
2024-03-05,29.49,40.88,1.5466666666666666
2024-03-05,29.49,40.89,2.96
2024-03-05,29.49,40.9,5.083333333333333
2024-03-05,29.49,40.91,4.026666666666666
2024-03-05,29.49,40.92,4.133333333333334
2024-03-05,29.49,40.93,5.466666666666667
2024-03-05,29.49,40.94,3.8933333333333335
2024-03-05,29.49,40.95,1.7666666666666666
2024-03-05,29.49,40.96,8.533333333333333
2024-03-05,29.49,40.97,15.12
2024-03-05,29.49,40.98,16.383333333333333
2024-03-05,29.49,40.99,18.333333333333332
2024-03-05,29.49,41.01,19.047619047619047
2024-03-05,29.49,41.02,26.2
2024-03-05,29.5,40.53,12.142857142857142
2024-03-05,29.5,40.54,6.75
2024-03-05,29.5,40.55,6.458333333333333
2024-03-05,29.5,40.56,3.316666666666667
2024-03-05,29.5,40.57,2.933333333333333
2024-03-05,29.5,40.58,4.216666666666667
2024-03-05,29.5,40.59,4.833333333333333
2024-03-05,29.5,40.6,4.979166666666667
2024-03-05,29.5,40.61,3.8833333333333333
2024-03-05,29.5,40.62,4.75
2024-03-05,29.5,40.63,5.5
2024-03-05,29.5,40.64,9.833333333333334
2024-03-05,29.5,40.65,7.888888888888889
2024-03-05,29.5,40.75,0.0
2024-03-05,29.5,40.76,0.0
2024-03-05,29.5,40.77,0.0
2024-03-05,29.5,40.78,31.5
2024-03-05,29.5,40.79,43.440677966101696
2024-03-05,29.5,40.8,33.0625
2024-03-05,29.5,40.81,35.65909090909091
2024-03-05,29.5,40.82,34.54385964912281
2024-03-05,29.5,40.83,23.933333333333334
2024-03-05,29.5,40.84,4.566666666666666
2024-03-05,29.5,40.85,1.25
2024-03-05,29.5,40.86,1.6333333333333333
2024-03-05,29.5,40.87,1.5333333333333334
2024-03-05,29.5,40.88,1.35
2024-03-05,29.5,40.89,1.8833333333333333
2024-03-05,29.5,40.9,1.625
2024-03-05,29.5,40.91,1.2333333333333334
2024-03-05,29.5,40.92,2.183333333333333
2024-03-05,29.5,40.93,6.316666666666666
2024-03-05,29.5,40.94,4.6
2024-03-05,29.5,40.95,4.729166666666667
2024-03-05,29.5,40.96,4.5
2024-03-05,29.5,40.97,11.616666666666667
2024-03-05,29.5,40.98,17.566666666666666
2024-03-05,29.5,40.99,19.066666666666666
2024-03-05,29.5,41.0,16.866666666666667
2024-03-05,29.5,41.01,21.25
2024-03-05,29.5,41.02,30.477272727272727
2024-03-05,29.5,41.03,16.055555555555557
2024-03-05,29.5,41.04,18.5
2024-03-05,29.51,40.53,11.407407407407407
2024-03-05,29.51,40.54,4.253333333333333
2024-03-05,29.51,40.55,6.416666666666667
2024-03-05,29.51,40.56,2.6266666666666665
2024-03-05,29.51,40.57,3.08
2024-03-05,29.51,40.58,3.2666666666666666
2024-03-05,29.51,40.59,5.32
2024-03-05,29.51,40.6,3.566666666666667
2024-03-05,29.51,40.61,3.533333333333333
2024-03-05,29.51,40.62,2.6533333333333333
2024-03-05,29.51,40.63,2.8933333333333335
2024-03-05,29.51,40.64,5.453333333333333
2024-03-05,29.51,40.65,6.549019607843137
2024-03-05,29.51,40.66,6.666666666666667
2024-03-05,29.51,40.75,0.0
2024-03-05,29.51,40.76,0.0
2024-03-05,29.51,40.77,6.377358490566038
2024-03-05,29.51,40.78,27.324324324324323
2024-03-05,29.51,40.79,37.413333333333334
2024-03-05,29.51,40.8,37.08888888888889
2024-03-05,29.51,40.81,34.627450980392155
2024-03-05,29.51,40.82,25.484375
2024-03-05,29.51,40.83,19.786666666666665
2024-03-05,29.51,40.84,13.6
2024-03-05,29.51,40.85,6.583333333333333
2024-03-05,29.51,40.86,6.466666666666667
2024-03-05,29.51,40.87,1.9066666666666667
2024-03-05,29.51,40.88,1.1066666666666667
2024-03-05,29.51,40.89,2.1733333333333333
2024-03-05,29.51,40.9,4.633333333333334
2024-03-05,29.51,40.91,2.1333333333333333
2024-03-05,29.51,40.92,2.2
2024-03-05,29.51,40.93,3.3733333333333335
2024-03-05,29.51,40.94,7.013333333333334
2024-03-05,29.51,40.95,7.266666666666667
2024-03-05,29.51,40.96,6.1866666666666665
2024-03-05,29.51,40.97,12.893333333333333
2024-03-05,29.51,40.98,17.24
2024-03-05,29.51,40.99,17.6
2024-03-05,29.51,41.0,17.133333333333333
2024-03-05,29.51,41.01,24.033898305084747
2024-03-05,29.51,41.02,33.73170731707317
2024-03-05,29.51,41.03,16.586666666666666
2024-03-05,29.51,41.04,20.176470588235293
2024-03-05,29.52,40.53,6.333333333333333
2024-03-05,29.52,40.54,5.226666666666667
2024-03-05,29.52,40.55,2.4166666666666665
2024-03-05,29.52,40.56,5.506666666666667
2024-03-05,29.52,40.57,3.066666666666667
2024-03-05,29.52,40.58,3.466666666666667
2024-03-05,29.52,40.59,3.973333333333333
2024-03-05,29.52,40.6,2.966666666666667
2024-03-05,29.52,40.61,2.9066666666666667
2024-03-05,29.52,40.62,3.0533333333333332
2024-03-05,29.52,40.63,2.6133333333333333
2024-03-05,29.52,40.64,2.6533333333333333
2024-03-05,29.52,40.65,9.55
2024-03-05,29.52,40.66,8.722222222222221
2024-03-05,29.52,40.74,0.0
2024-03-05,29.52,40.75,0.0
2024-03-05,29.52,40.76,0.0
2024-03-05,29.52,40.77,25.53731343283582
2024-03-05,29.52,40.78,23.253333333333334
2024-03-05,29.52,40.79,36.22666666666667
2024-03-05,29.52,40.8,42.32142857142857
2024-03-05,29.52,40.81,41.61290322580645
2024-03-05,29.52,40.82,37.05357142857143
2024-03-05,29.52,40.83,26.48
2024-03-05,29.52,40.84,11.573333333333334
2024-03-05,29.52,40.85,7.65
2024-03-05,29.52,40.86,8.32
2024-03-05,29.52,40.87,3.4
2024-03-05,29.52,40.88,2.2266666666666666
2024-03-05,29.52,40.89,2.8933333333333335
2024-03-05,29.52,40.9,3.8833333333333333
2024-03-05,29.52,40.91,3.1066666666666665
2024-03-05,29.52,40.92,3.28
2024-03-05,29.52,40.93,2.493333333333333
2024-03-05,29.52,40.94,7.946666666666666
2024-03-05,29.52,40.95,11.7
2024-03-05,29.52,40.96,13.346666666666666
2024-03-05,29.52,40.97,12.52
2024-03-05,29.52,40.98,17.493333333333332
2024-03-05,29.52,40.99,17.653333333333332
2024-03-05,29.52,41.0,15.366666666666667
2024-03-05,29.52,41.01,20.0
2024-03-05,29.52,41.02,25.18867924528302
2024-03-05,29.52,41.03,17.626666666666665
2024-03-05,29.52,41.04,17.50793650793651
2024-03-05,29.53,40.53,2.6666666666666665
2024-03-05,29.53,40.54,5.946666666666666
2024-03-05,29.53,40.55,4.066666666666666
2024-03-05,29.53,40.56,6.413333333333333
2024-03-05,29.53,40.57,3.52
2024-03-05,29.53,40.58,3.2133333333333334
2024-03-05,29.53,40.59,2.7333333333333334
2024-03-05,29.53,40.6,2.5166666666666666
2024-03-05,29.53,40.61,2.8266666666666667
2024-03-05,29.53,40.62,3.6666666666666665
2024-03-05,29.53,40.63,4.466666666666667
2024-03-05,29.53,40.64,3.8133333333333335
2024-03-05,29.53,40.65,8.983333333333333
2024-03-05,29.53,40.66,10.866666666666667
2024-03-05,29.53,40.67,14.0
2024-03-05,29.53,40.72,0.0
2024-03-05,29.53,40.73,0.0
2024-03-05,29.53,40.74,0.0
2024-03-05,29.53,40.75,0.0
2024-03-05,29.53,40.76,0.0
2024-03-05,29.53,40.77,17.86764705882353
2024-03-05,29.53,40.78,23.28
2024-03-05,29.53,40.79,39.52
2024-03-05,29.53,40.8,44.88333333333333
2024-03-05,29.53,40.81,50.729729729729726
2024-03-05,29.53,40.82,51.646153846153844
2024-03-05,29.53,40.83,26.37837837837838
2024-03-05,29.53,40.84,10.173333333333334
2024-03-05,29.53,40.85,5.8
2024-03-05,29.53,40.86,5.92
2024-03-05,29.53,40.87,4.946666666666666
2024-03-05,29.53,40.88,1.76
2024-03-05,29.53,40.89,2.8
2024-03-05,29.53,40.9,3.9833333333333334
2024-03-05,29.53,40.91,4.573333333333333
2024-03-05,29.53,40.92,6.546666666666667
2024-03-05,29.53,40.93,3.9066666666666667
2024-03-05,29.53,40.94,7.053333333333334
2024-03-05,29.53,40.95,9.6
2024-03-05,29.53,40.96,15.453333333333333
2024-03-05,29.53,40.97,7.546666666666667
2024-03-05,29.53,40.98,14.866666666666667
2024-03-05,29.53,40.99,18.12
2024-03-05,29.53,41.0,14.55
2024-03-05,29.53,41.01,16.04
2024-03-05,29.53,41.02,18.026666666666667
2024-03-05,29.53,41.03,17.333333333333332
2024-03-05,29.53,41.04,14.63768115942029
2024-03-05,29.54,40.54,3.8333333333333335
2024-03-05,29.54,40.55,5.533333333333333
2024-03-05,29.54,40.56,6.986666666666666
2024-03-05,29.54,40.57,7.693333333333333
2024-03-05,29.54,40.58,3.8
2024-03-05,29.54,40.59,2.68
2024-03-05,29.54,40.6,3.9833333333333334
2024-03-05,29.54,40.61,2.36
2024-03-05,29.54,40.62,4.413333333333333
2024-03-05,29.54,40.63,5.8533333333333335
2024-03-05,29.54,40.64,2.4133333333333336
2024-03-05,29.54,40.65,8.983333333333333
2024-03-05,29.54,40.66,13.24
2024-03-05,29.54,40.67,12.6
2024-03-05,29.54,40.68,9.6
2024-03-05,29.54,40.71,0.0
2024-03-05,29.54,40.72,0.0
2024-03-05,29.54,40.73,0.0
2024-03-05,29.54,40.74,0.0
2024-03-05,29.54,40.75,0.0
2024-03-05,29.54,40.76,0.0
2024-03-05,29.54,40.77,16.25
2024-03-05,29.54,40.78,23.173333333333332
2024-03-05,29.54,40.79,26.346666666666668
2024-03-05,29.54,40.8,45.2
2024-03-05,29.54,40.81,51.0655737704918
2024-03-05,29.54,40.82,45.910714285714285
2024-03-05,29.54,40.83,10.864406779661017
2024-03-05,29.54,40.84,12.577464788732394
2024-03-05,29.54,40.85,5.683333333333334
2024-03-05,29.54,40.86,7.984615384615385
2024-03-05,29.54,40.87,8.457627118644067
2024-03-05,29.54,40.88,7.814285714285714
2024-03-05,29.54,40.89,2.026666666666667
2024-03-05,29.54,40.9,6.016666666666667
2024-03-05,29.54,40.91,5.88
2024-03-05,29.54,40.92,9.573333333333334
2024-03-05,29.54,40.93,10.813333333333333
2024-03-05,29.54,40.94,10.48
2024-03-05,29.54,40.95,8.0
2024-03-05,29.54,40.96,12.933333333333334
2024-03-05,29.54,40.97,15.24
2024-03-05,29.54,40.98,13.24
2024-03-05,29.54,40.99,16.493333333333332
2024-03-05,29.54,41.0,15.933333333333334
2024-03-05,29.54,41.01,13.48
2024-03-05,29.54,41.02,15.413333333333334
2024-03-05,29.54,41.03,17.906666666666666
2024-03-05,29.54,41.04,17.5
2024-03-05,29.55,40.54,6.020833333333333
2024-03-05,29.55,40.55,8.145833333333334
2024-03-05,29.55,40.56,6.333333333333333
2024-03-05,29.55,40.57,9.816666666666666
2024-03-05,29.55,40.58,7.283333333333333
2024-03-05,29.55,40.59,3.0833333333333335
2024-03-05,29.55,40.6,4.0625
2024-03-05,29.55,40.61,2.6
2024-03-05,29.55,40.62,5.0
2024-03-05,29.55,40.63,4.383333333333334
2024-03-05,29.55,40.64,2.1666666666666665
2024-03-05,29.55,40.65,8.354166666666666
2024-03-05,29.55,40.66,10.133333333333333
2024-03-05,29.55,40.67,9.233333333333333
2024-03-05,29.55,40.68,7.625
2024-03-05,29.55,40.69,0.0
2024-03-05,29.55,40.7,0.0
2024-03-05,29.55,40.71,0.0
2024-03-05,29.55,40.72,0.0
2024-03-05,29.55,40.73,0.0
2024-03-05,29.55,40.74,0.0
2024-03-05,29.55,40.75,0.0
2024-03-05,29.55,40.76,0.0
2024-03-05,29.55,40.77,13.166666666666666
2024-03-05,29.55,40.78,29.266666666666666
2024-03-05,29.55,40.79,24.383333333333333
2024-03-05,29.55,40.8,39.666666666666664
2024-03-05,29.55,40.81,34.65
2024-03-05,29.55,40.82,18.1875
2024-03-05,29.55,40.83,1.9473684210526316
2024-03-05,29.55,40.84,13.11111111111111
2024-03-05,29.55,40.85,4.470588235294118
2024-03-05,29.55,40.86,9.5
2024-03-05,29.55,40.87,5.404761904761905
2024-03-05,29.55,40.88,8.585365853658537
2024-03-05,29.55,40.89,3.3157894736842106
2024-03-05,29.55,40.9,5.083333333333333
2024-03-05,29.55,40.91,12.266666666666667
2024-03-05,29.55,40.92,6.733333333333333
2024-03-05,29.55,40.93,14.366666666666667
2024-03-05,29.55,40.94,12.316666666666666
2024-03-05,29.55,40.95,8.75
2024-03-05,29.55,40.96,12.05
2024-03-05,29.55,40.97,16.716666666666665
2024-03-05,29.55,40.98,15.5
2024-03-05,29.55,40.99,14.45
2024-03-05,29.55,41.0,13.875
2024-03-05,29.55,41.01,7.216666666666667
2024-03-05,29.55,41.02,11.566666666666666
2024-03-05,29.55,41.03,15.816666666666666
2024-03-05,29.55,41.04,18.3125
2024-03-05,29.56,40.54,6.925925925925926
2024-03-05,29.56,40.55,12.666666666666666
2024-03-05,29.56,40.56,5.76
2024-03-05,29.56,40.57,8.853333333333333
2024-03-05,29.56,40.58,7.92
2024-03-05,29.56,40.59,4.08
2024-03-05,29.56,40.6,4.683333333333334
2024-03-05,29.56,40.61,2.32
2024-03-05,29.56,40.62,3.9466666666666668
2024-03-05,29.56,40.63,3.066666666666667
2024-03-05,29.56,40.64,2.1066666666666665
2024-03-05,29.56,40.65,4.433333333333334
2024-03-05,29.56,40.66,8.213333333333333
2024-03-05,29.56,40.67,14.32
2024-03-05,29.56,40.68,12.746666666666666
2024-03-05,29.56,40.69,0.12244897959183673
2024-03-05,29.56,40.7,0.0
2024-03-05,29.56,40.71,0.0
2024-03-05,29.56,40.72,0.0
2024-03-05,29.56,40.73,0.0
2024-03-05,29.56,40.74,0.0
2024-03-05,29.56,40.75,0.0
2024-03-05,29.56,40.76,0.0
2024-03-05,29.56,40.77,6.262295081967213
2024-03-05,29.56,40.78,27.0
2024-03-05,29.56,40.79,27.053333333333335
2024-03-05,29.56,40.8,49.38333333333333
2024-03-05,29.56,40.81,34.12765957446808
2024-03-05,29.56,40.82,4.0
2024-03-05,29.56,40.83,0.8666666666666667
2024-03-05,29.56,40.84,6.771428571428571
2024-03-05,29.56,40.85,7.15
2024-03-05,29.56,40.86,3.5
2024-03-05,29.56,40.87,5.136363636363637
2024-03-05,29.56,40.88,6.709090909090909
2024-03-05,29.56,40.89,9.493333333333334
2024-03-05,29.56,40.9,4.9
2024-03-05,29.56,40.91,5.8133333333333335
2024-03-05,29.56,40.92,12.053333333333333
2024-03-05,29.56,40.93,15.653333333333334
2024-03-05,29.56,40.94,13.213333333333333
2024-03-05,29.56,40.95,11.15
2024-03-05,29.56,40.96,15.613333333333333
2024-03-05,29.56,40.97,17.466666666666665
2024-03-05,29.56,40.98,16.56
2024-03-05,29.56,40.99,15.506666666666666
2024-03-05,29.56,41.0,11.35
2024-03-05,29.56,41.01,6.44
2024-03-05,29.56,41.02,13.094594594594595
2024-03-05,29.56,41.03,15.933333333333334
2024-03-05,29.56,41.04,16.862745098039216
2024-03-05,29.57,40.54,2.8666666666666667
2024-03-05,29.57,40.55,6.0
2024-03-05,29.57,40.56,6.64
2024-03-05,29.57,40.57,11.4
2024-03-05,29.57,40.58,13.253333333333334
2024-03-05,29.57,40.59,10.946666666666667
2024-03-05,29.57,40.6,5.066666666666666
2024-03-05,29.57,40.61,2.76
2024-03-05,29.57,40.62,2.6
2024-03-05,29.57,40.63,2.04
2024-03-05,29.57,40.64,2.986666666666667
2024-03-05,29.57,40.65,2.6666666666666665
2024-03-05,29.57,40.66,7.066666666666666
2024-03-05,29.57,40.67,30.653333333333332
2024-03-05,29.57,40.68,42.61333333333334
2024-03-05,29.57,40.69,13.054545454545455
2024-03-05,29.57,40.7,0.0
2024-03-05,29.57,40.71,0.0
2024-03-05,29.57,40.72,0.0
2024-03-05,29.57,40.73,0.0
2024-03-05,29.57,40.74,0.0
2024-03-05,29.57,40.75,0.0
2024-03-05,29.57,40.76,0.0
2024-03-05,29.57,40.77,5.242857142857143
