date,longitude,latitude,NPP_kgCm2perYear
2024-01-01,30.25624999723789,41.21874999623712,3.2766
2024-01-01,30.260416663904177,41.21874999623712,3.2766
2024-01-01,30.252083330571605,41.21458332957083,3.2766
2024-01-01,30.25624999723789,41.21458332957083,0.3511
2024-01-01,30.260416663904177,41.21458332957083,3.2766
2024-01-01,30.264583330570463,41.21458332957083,3.2766
2024-01-01,30.26874999723675,41.21458332957083,3.2766
2024-01-01,30.27291666390304,41.21458332957083,3.2766
2024-01-01,30.243749997239032,41.21041666290455,3.2766
2024-01-01,30.24791666390532,41.21041666290455,3.2766
2024-01-01,30.252083330571605,41.21041666290455,3.2766
2024-01-01,30.25624999723789,41.21041666290455,3.2766
2024-01-01,30.260416663904177,41.21041666290455,3.2766
2024-01-01,30.264583330570463,41.21041666290455,3.2766
2024-01-01,30.26874999723675,41.21041666290455,0.4812
2024-01-01,30.27291666390304,41.21041666290455,0.4812
2024-01-01,30.27708333056932,41.21041666290455,3.2766
2024-01-01,30.28124999723561,41.21041666290455,3.2766
2024-01-01,30.28541666390189,41.21041666290455,3.2766
2024-01-01,30.239583330572746,41.206249996238256,3.2766
2024-01-01,30.243749997239032,41.206249996238256,3.2766
2024-01-01,30.24791666390532,41.206249996238256,3.2766
2024-01-01,30.252083330571605,41.206249996238256,3.2766
2024-01-01,30.25624999723789,41.206249996238256,3.2766
2024-01-01,30.260416663904177,41.206249996238256,3.2766
2024-01-01,30.264583330570463,41.206249996238256,0.8225
2024-01-01,30.26874999723675,41.206249996238256,0.8451000000000001
2024-01-01,30.27291666390304,41.206249996238256,0.7324
2024-01-01,30.27708333056932,41.206249996238256,0.7324
2024-01-01,30.28124999723561,41.206249996238256,3.2766
2024-01-01,30.28541666390189,41.206249996238256,3.2766
2024-01-01,30.28958333056818,41.206249996238256,3.2766
2024-01-01,30.293749997234467,41.206249996238256,3.2766
2024-01-01,30.297916663900757,41.206249996238256,3.2766
2024-01-01,30.23541666390646,41.20208332957198,3.2766
2024-01-01,30.239583330572746,41.20208332957198,3.2766
2024-01-01,30.243749997239032,41.20208332957198,3.2766
2024-01-01,30.24791666390532,41.20208332957198,3.2766
2024-01-01,30.252083330571605,41.20208332957198,3.2766
2024-01-01,30.25624999723789,41.20208332957198,3.2766
2024-01-01,30.260416663904177,41.20208332957198,0.7672
2024-01-01,30.264583330570463,41.20208332957198,0.7672
2024-01-01,30.26874999723675,41.20208332957198,3.2766
2024-01-01,30.27291666390304,41.20208332957198,0.8379000000000001
2024-01-01,30.27708333056932,41.20208332957198,0.5556
2024-01-01,30.28124999723561,41.20208332957198,0.4374
2024-01-01,30.28541666390189,41.20208332957198,0.4374
2024-01-01,30.28958333056818,41.20208332957198,0.2909
2024-01-01,30.293749997234467,41.20208332957198,3.2766
2024-01-01,30.297916663900757,41.20208332957198,3.2766
2024-01-01,30.30208333056704,41.20208332957198,3.2766
2024-01-01,30.306249997233326,41.20208332957198,3.2766
2024-01-01,30.310416663899613,41.20208332957198,3.2766
2024-01-01,30.231249997240173,41.19791666290568,3.2766
2024-01-01,30.23541666390646,41.19791666290568,3.2766
2024-01-01,30.239583330572746,41.19791666290568,3.2766
2024-01-01,30.243749997239032,41.19791666290568,3.2766
2024-01-01,30.24791666390532,41.19791666290568,3.2766
2024-01-01,30.252083330571605,41.19791666290568,3.2766
2024-01-01,30.25624999723789,41.19791666290568,3.2766
2024-01-01,30.260416663904177,41.19791666290568,0.3771
2024-01-01,30.264583330570463,41.19791666290568,0.7362000000000001
2024-01-01,30.26874999723675,41.19791666290568,0.9339
2024-01-01,30.27291666390304,41.19791666290568,0.9339
2024-01-01,30.27708333056932,41.19791666290568,0.958
2024-01-01,30.28124999723561,41.19791666290568,0.8976000000000001
2024-01-01,30.28541666390189,41.19791666290568,0.8388
2024-01-01,30.28958333056818,41.19791666290568,0.8388
2024-01-01,30.293749997234467,41.19791666290568,0.8335
2024-01-01,30.297916663900757,41.19791666290568,0.9377
2024-01-01,30.30208333056704,41.19791666290568,0.8766
2024-01-01,30.306249997233326,41.19791666290568,0.8766
2024-01-01,30.310416663899613,41.19791666290568,0.8147000000000001
2024-01-01,30.3145833305659,41.19791666290568,0.9273
2024-01-01,30.2229166639076,41.19374999623941,3.2766
2024-01-01,30.227083330573887,41.19374999623941,3.2766
2024-01-01,30.231249997240173,41.19374999623941,3.2766
2024-01-01,30.23541666390646,41.19374999623941,3.2766
2024-01-01,30.239583330572746,41.19374999623941,3.2766
2024-01-01,30.243749997239032,41.19374999623941,3.2766
2024-01-01,30.24791666390532,41.19374999623941,3.2766
2024-01-01,30.252083330571605,41.19374999623941,3.2766
2024-01-01,30.25624999723789,41.19374999623941,0.5034000000000001
2024-01-01,30.260416663904177,41.19374999623941,0.5034000000000001
2024-01-01,30.264583330570463,41.19374999623941,0.6991
2024-01-01,30.26874999723675,41.19374999623941,0.955
2024-01-01,30.27291666390304,41.19374999623941,1.0287
2024-01-01,30.27708333056932,41.19374999623941,1.0287
2024-01-01,30.28124999723561,41.19374999623941,1.0543
2024-01-01,30.28541666390189,41.19374999623941,1.077
2024-01-01,30.28958333056818,41.19374999623941,1.0436
2024-01-01,30.293749997234467,41.19374999623941,1.0436
2024-01-01,30.297916663900757,41.19374999623941,1.0603
2024-01-01,30.30208333056704,41.19374999623941,1.0683
2024-01-01,30.306249997233326,41.19374999623941,1.0872
2024-01-01,30.310416663899613,41.19374999623941,1.0872
2024-01-01,30.3145833305659,41.19374999623941,1.3398
2024-01-01,30.218749997241314,41.18958332957311,3.2766
2024-01-01,30.2229166639076,41.18958332957311,3.2766
2024-01-01,30.227083330573887,41.18958332957311,3.2766
2024-01-01,30.231249997240173,41.18958332957311,3.2766
2024-01-01,30.23541666390646,41.18958332957311,3.2766
2024-01-01,30.239583330572746,41.18958332957311,3.2766
2024-01-01,30.243749997239032,41.18958332957311,3.2766
2024-01-01,30.24791666390532,41.18958332957311,3.2766
2024-01-01,30.252083330571605,41.18958332957311,3.2766
2024-01-01,30.25624999723789,41.18958332957311,0.4808
2024-01-01,30.260416663904177,41.18958332957311,0.7571
2024-01-01,30.264583330570463,41.18958332957311,0.8996000000000001
2024-01-01,30.26874999723675,41.18958332957311,0.8996000000000001
2024-01-01,30.27291666390304,41.18958332957311,0.9861
2024-01-01,30.27708333056932,41.18958332957311,0.9708
2024-01-01,30.28124999723561,41.18958332957311,1.0529
2024-01-01,30.28541666390189,41.18958332957311,1.0529
2024-01-01,30.28958333056818,41.18958332957311,1.0582
2024-01-01,30.293749997234467,41.18958332957311,1.0928
2024-01-01,30.297916663900757,41.18958332957311,1.0959
2024-01-01,30.30208333056704,41.18958332957311,1.0959
2024-01-01,30.306249997233326,41.18958332957311,1.0714
2024-01-01,30.310416663899613,41.18958332957311,1.0491
2024-01-01,30.3145833305659,41.18958332957311,1.0535
2024-01-01,30.214583330575028,41.18541666290683,3.2766
2024-01-01,30.218749997241314,41.18541666290683,3.2766
2024-01-01,30.2229166639076,41.18541666290683,3.2766
2024-01-01,30.227083330573887,41.18541666290683,0.5963
2024-01-01,30.231249997240173,41.18541666290683,0.9653
